    [31, 17, 33, 2, 14, 20, 34, 5, 30, 24, 14, 39, 21, 22, 31, 18, 35, 12, 25, 26],
    [29, 16, 36, 5, 15, 18, 35, 9, 29, 25, 16, 40, 23, 23, 35, 20, 36, 16, 27, 29],
    [24, 10, 25, 7, 5, 13, 25, 5, 22, 15, 5, 30, 13, 13, 25, 9, 25, 8, 16, 19],
    [19, 6, 23, 12, 0, 9, 20, 10, 16, 10, 4, 25, 9, 8, 25, 6, 21, 11, 12, 18],
    [19, 6, 23, 12, 0, 9, 20, 10, 16, 10, 4, 25, 9, 8, 25, 6, 21, 11, 12, 18],
    [23, 9, 22, 11, 3, 13, 21, 8, 19, 12, 2, 26, 9, 9, 23, 6, 22, 8, 13, 16],
    [25, 14, 16, 15, 8, 17, 19, 12, 20, 11, 4, 23, 5, 9, 17, 4, 19, 7, 9, 10],
    [15, 3, 30, 14, 8, 4, 23, 15, 16, 14, 12, 29, 16, 13, 33, 14, 25, 18, 19, 26],
    [10, 4, 28, 19, 9, 2, 18, 19, 9, 10, 13, 23, 14, 10, 32, 13, 20, 20, 16, 25],
    [9, 5, 28, 20, 10, 3, 17, 20, 8, 10, 14, 23, 15, 10, 32, 13, 20, 21, 17, 26],
    [17, 5, 22, 15, 3, 8, 17, 14, 13, 7, 6, 22, 8, 5, 25, 6, 18, 13, 11, 18],
    [19, 20, 17, 32, 20, 20, 0, 29, 11, 10, 20, 5, 14, 12, 25, 16, 4, 26, 11, 20],
    [16, 13, 17, 24, 12, 13, 8, 22, 9, 2, 13, 13, 8, 4, 23, 9, 9, 19, 7, 17],
    [16, 20, 20, 33, 21, 19, 4, 31, 9, 11, 22, 7, 16, 13, 28, 18, 7, 28, 14, 24],
    [29, 15, 28, 4, 10, 18, 29, 0, 27, 20, 9, 34, 16, 17, 26, 13, 30, 7, 20, 20],
    [29, 16, 19, 13, 10, 19, 23, 9, 24, 15, 6, 27, 9, 13, 17, 8, 23, 3, 13, 11],
    [30, 16, 28, 4, 11, 19, 30, 1, 28, 21, 10, 35, 17, 18, 26, 14, 30, 7, 21, 21],
    [27, 14, 23, 8, 8, 17, 26, 4, 24, 16, 5, 30, 12, 14, 22, 9, 26, 4, 16, 16],
    [28, 14, 22, 9, 8, 17, 25, 5, 24, 16, 5, 29, 11, 14, 21, 9, 25, 3, 15, 15],
    [29, 15, 30, 2, 11, 18, 31, 2, 27, 21, 11, 35, 18, 19, 28, 15, 31, 9, 21, 22],
    [11, 16, 23, 30, 17, 14, 7, 28, 4, 9, 19, 12, 15, 11, 30, 16, 11, 26, 14, 24],
    [14, 25, 31, 40, 28, 23, 14, 39, 12, 20, 30, 16, 26, 22, 39, 27, 17, 37, 24, 34],
    [17, 20, 19, 33, 21, 20, 2, 31, 10, 11, 21, 6, 16, 13, 27, 17, 6, 28, 13, 22],
    [1, 13, 32, 28, 18, 10, 18, 28, 7, 16, 22, 23, 21, 16, 38, 21, 22, 29, 22, 32],
    [10, 17, 25, 32, 20, 16, 9, 30, 4, 12, 22, 13, 18, 14, 33, 19, 13, 29, 17, 27],
    [9, 8, 25, 22, 11, 7, 13, 21, 5, 7, 14, 19, 13, 8, 30, 12, 16, 21, 14, 23],
    [17, 12, 17, 23, 11, 13, 9, 20, 10, 1, 11, 14, 6, 3, 22, 7, 10, 17, 6, 16],
    [17, 5, 22, 15, 3, 8, 17, 14, 13, 7, 6, 22, 8, 5, 25, 6, 18, 13, 11, 18],
    [16, 14, 17, 25, 13, 14, 7, 22, 9, 3, 13, 12, 8, 5, 23, 9, 9, 20, 7, 17],
    [25, 13, 20, 12, 6, 16, 21, 9, 21, 12, 2, 26, 8, 10, 19, 5, 21, 5, 11, 13],
    [24, 12, 19, 13, 6, 15, 21, 9, 20, 11, 1, 25, 7, 9, 20, 4, 21, 6, 11, 13],
    [30, 19, 14, 18, 13, 22, 21, 14, 24, 15, 9, 24, 8, 13, 12, 9, 20, 8, 10, 6],
    [24, 24, 14, 35, 23, 25, 5, 32, 16, 13, 23, 3, 16, 15, 22, 18, 2, 27, 12, 19],
    [22, 25, 17, 36, 24, 24, 4, 33, 15, 14, 24, 1, 17, 16, 25, 20, 4, 30, 14, 22],
    [17, 18, 18, 31, 18, 18, 2, 28, 9, 9, 19, 7, 13, 11, 25, 15, 5, 25, 11, 21],
    [23, 20, 11, 29, 18, 21, 6, 26, 15, 9, 17, 9, 10, 10, 18, 13, 4, 22, 6, 14],
    [19, 6, 24, 12, 1, 9, 21, 10, 16, 11, 5, 26, 10, 9, 26, 7, 22, 11, 13, 19],
    [28, 18, 13, 19, 12, 21, 19, 15, 22, 13, 8, 22, 6, 11, 13, 7, 18, 9, 8, 6],
    [16, 3, 25, 14, 4, 6, 19, 13, 14, 10, 8, 25, 11, 8, 28, 9, 21, 14, 14, 21],
    [24, 14, 15, 17, 8, 16, 17, 14, 19, 9, 5, 21, 3, 7, 17, 3, 17, 9, 6, 10],
    [25, 13, 20, 12, 6, 16, 21, 9, 21, 12, 2, 26, 8, 10, 19, 5, 21, 5, 11, 13],
    [15, 8, 20, 19, 7, 9, 13, 17, 10, 3, 9, 18, 7, 2, 24, 6, 14, 16, 9, 18],
    [17, 10, 18, 20, 8, 11, 12, 17, 11, 2, 9, 17, 5, 0, 22, 5, 13, 15, 6, 16],
    [43, 33, 15, 29, 27, 35, 30, 25, 36, 27, 22, 31, 21, 26, 6, 22, 27, 19, 21, 10],
    [33, 25, 6, 27, 19, 27, 19, 23, 26, 16, 16, 20, 11, 16, 6, 14, 16, 16, 10, 3],
    [38, 26, 17, 21, 20, 29, 28, 17, 32, 22, 16, 30, 16, 21, 10, 16, 26, 11, 17, 9],
    [39, 28, 15, 24, 22, 31, 28, 20, 33, 23, 18, 30, 17, 22, 8, 18, 26, 14, 18, 8],
    [39, 35, 7, 38, 30, 36, 22, 34, 32, 24, 27, 20, 21, 25, 11, 24, 18, 28, 18, 14],
    [16, 5, 22, 16, 4, 7, 16, 15, 12, 7, 7, 22, 9, 5, 26, 6, 18, 14, 11, 19],
    [16, 10, 18, 21, 8, 11, 11, 18, 10, 1, 9, 16, 6, 1, 23, 6, 13, 16, 7, 16],
    [25, 13, 17, 14, 7, 16, 20, 11, 20, 11, 3, 24, 6, 9, 18, 4, 19, 6, 9, 11],
    [23, 23, 13, 33, 22, 23, 4, 30, 16, 12, 21, 4, 14, 14, 22, 17, 1, 26, 11, 18],
    [22, 22, 13, 33, 21, 22, 4, 30, 15, 11, 21, 4, 14, 13, 22, 16, 0, 26, 10, 18],
    [28, 25, 6, 32, 22, 26, 11, 29, 21, 14, 20, 10, 13, 15, 15, 16, 7, 23, 9, 13],
    [31, 26, 3, 32, 22, 27, 14, 28, 23, 16, 20, 13, 13, 16, 12, 16, 10, 22, 10, 10],
    [16, 17, 18, 29, 17, 17, 3, 27, 9, 7, 18, 9, 12, 9, 25, 14, 6, 24, 10, 20],
    [25, 27, 16, 38, 26, 27, 7, 35, 18, 17, 26, 2, 19, 19, 25, 22, 6, 31, 16, 22],
    [26, 13, 21, 11, 7, 16, 23, 7, 22, 14, 3, 27, 9, 11, 20, 7, 23, 4, 13, 14],
    [20, 9, 19, 16, 4, 11, 16, 13, 15, 7, 4, 21, 5, 4, 21, 2, 17, 11, 8, 15],
    [32, 19, 22, 11, 13, 22, 28, 7, 28, 19, 9, 32, 14, 17, 19, 12, 27, 2, 17, 14],
    [28, 14, 22, 9, 8, 17, 25, 5, 24, 16, 5, 29, 11, 14, 21, 9, 25, 3, 15, 15],
    [14, 7, 21, 20, 8, 8, 13, 18, 9, 4, 10, 18, 8, 4, 26, 8, 15, 17, 10, 19],
    [34, 27, 3, 30, 22, 29, 19, 26, 27, 18, 19, 19, 14, 18, 6, 16, 16, 19, 12, 6],
    [24, 19, 9, 26, 16, 20, 10, 23, 17, 9, 14, 13, 7, 9, 15, 10, 8, 18, 3, 10],
    [36, 27, 10, 26, 21, 29, 24, 22, 30, 20, 17, 25, 14, 19, 4, 16, 21, 15, 14, 4],
    [25, 18, 9, 24, 14, 20, 12, 21, 18, 9, 12, 15, 5, 9, 14, 8, 10, 16, 2, 9],
    [38, 29, 9, 28, 23, 31, 24, 24, 31, 21, 19, 25, 16, 21, 2, 17, 21, 17, 15, 5],
    [31, 19, 17, 16, 13, 22, 24, 12, 26, 16, 8, 27, 10, 14, 14, 9, 22, 5, 12, 9],
    [43, 34, 12, 33, 29, 37, 29, 29, 36, 27, 25, 29, 21, 26, 4, 23, 26, 22, 21, 11],
    [38, 29, 10, 28, 23, 32, 25, 24, 32, 22, 19, 26, 16, 21, 2, 18, 22, 17, 16, 6]
]

# Costo fijo por abrir cada hub
self.costos_fijos = [29, 24, 25, 29, 19, 30, 21, 16, 21, 17, 16, 26, 15, 21, 19, 30, 19, 21, 27, 24]

# Capacidad máxima por hub (total 104 >= 86)
self.capacidad = [6, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]

# Distancia máxima tolerada
self.D_max = 12
